id,movie_id,viewer_id,watched_at,watch_minutes,completed,revenue
111,2,4,2026-04-02T19:00:00,118,True,6.45
112,2,4,2026-04-02T20:00:00,62,True,9.19
113,2,4,2026-04-02T22:00:00,129,True,3.66
114,2,4,2026-04-02T18:00:00,119,True,5.61
115,2,5,2026-04-02T20:00:00,74,True,4.55
116,2,5,2026-04-02T10:00:00,40,True,6.71
117,2,6,2026-04-02T17:00:00,88,False,7.49
118,3,1,2026-04-02T17:00:00,86,True,7.1
119,3,1,2026-04-02T10:00:00,48,True,4.12
120,3,1,2026-04-02T22:00:00,124,True,2.97
121,3,1,2026-04-02T13:00:00,50,True,8.09
122,3,2,2026-04-02T18:00:00,111,True,7.78
123,3,2,2026-04-02T17:00:00,113,True,8.71
124,3,2,2026-04-02T16:00:00,105,True,3.71
125,3,2,2026-04-02T17:00:00,92,True,4.31
126,3,2,2026-04-02T20:00:00,70,True,6.18
127,3,3,2026-04-02T14:00:00,91,True,4.58
128,3,3,2026-04-02T14:00:00,77,True,6.31
129,3,4,2026-04-02T12:00:00,64,True,3.67
130,3,4,2026-04-02T13:00:00,43,True,4.88
131,3,5,2026-04-02T16:00:00,42,True,5.49
132,3,5,2026-04-02T22:00:00,109,False,2.76
133,3,5,2026-04-02T22:00:00,108,True,2.67
134,3,5,2026-04-02T15:00:00,73,True,8.45
135,3,6,2026-04-02T18:00:00,130,True,8.08
136,3,6,2026-04-02T13:00:00,97,True,5.6
137,3,6,2026-04-02T10:00:00,84,True,7.26
138,3,6,2026-04-02T16:00:00,127,True,5.81
139,4,1,2026-04-02T19:00:00,103,True,2.28
140,4,2,2026-04-02T20:00:00,38,True,2.38
141,4,2,2026-04-02T17:00:00,58,True,2.23
142,4,3,2026-04-02T17:00:00,76,True,3.7
143,4,4,2026-04-02T22:00:00,88,True,1.36
144,4,5,2026-04-02T21:00:00,104,True,3.91
145,4,6,2026-04-02T20:00:00,43,False,3.03
146,5,1,2026-04-02T13:00:00,60,False,4.25
147,5,2,2026-04-02T12:00:00,95,True,4.01
148,5,3,2026-04-02T17:00:00,124,True,3.18
149,5,4,2026-04-02T19:00:00,130,True,4.91
150,5,4,2026-04-02T12:00:00,74,True,1.73
151,5,4,2026-04-02T14:00:00,108,True,5.67
152,5,5,2026-04-02T21:00:00,60,True,4.54
153,5,5,2026-04-02T20:00:00,66,True,4.89
154,5,6,2026-04-02T22:00:00,50,True,4.02
155,5,6,2026-04-02T10:00:00,79,True,4.42
156,5,6,2026-04-02T11:00:00,99,True,1.68
157,6,1,2026-04-02T17:00:00,48,True,4.37
158,6,1,2026-04-02T17:00:00,125,True,3.28
159,6,1,2026-04-02T18:00:00,118,True,6.98
160,6,2,2026-04-02T22:00:00,96,True,7.08
161,6,2,2026-04-02T19:00:00,69,True,3.69
162,6,2,2026-04-02T11:00:00,70,False,3.68
163,6,2,2026-04-02T17:00:00,107,True,4.47
164,6,3,2026-04-02T17:00:00,76,True,3.49
165,6,4,2026-04-02T15:00:00,70,False,6.35
166,6,4,2026-04-02T14:00:00,106,True,7.8
167,6,5,2026-04-02T13:00:00,127,True,5.5
168,6,6,2026-04-02T21:00:00,95,True,5.12
169,1,1,2026-04-03T11:00:00,72,True,11.54
170,1,2,2026-04-03T20:00:00,109,True,10.06
171,1,2,2026-04-03T15:00:00,89,False,10.03
172,1,2,2026-04-03T15:00:00,124,True,7.41
173,1,2,2026-04-03T13:00:00,50,True,7.51
174,1,3,2026-04-03T22:00:00,123,True,6.45
175,1,3,2026-04-03T17:00:00,70,True,14.6
176,1,3,2026-04-03T18:00:00,111,True,5.2
177,1,3,2026-04-03T13:00:00,72,True,6.05
178,1,3,2026-04-03T10:00:00,125,True,7.07
179,1,3,2026-04-03T10:00:00,105,True,14.25
180,1,3,2026-04-03T20:00:00,97,True,4.26
181,1,3,2026-04-03T14:00:00,95,True,7.78
182,1,4,2026-04-03T14:00:00,96,True,4.83
183,1,5,2026-04-03T11:00:00,108,True,4.7
184,1,5,2026-04-03T12:00:00,107,False,5.04
185,1,5,2026-04-03T13:00:00,50,True,8.59
186,1,5,2026-04-03T19:00:00,114,True,9.73
187,1,5,2026-04-03T17:00:00,91,True,10.44
188,1,5,2026-04-03T16:00:00,74,True,4.77
189,1,6,2026-04-03T22:00:00,61,True,6.96
190,2,1,2026-04-03T12:00:00,65,True,3.59
191,2,2,2026-04-03T16:00:00,92,True,6.67
192,2,3,2026-04-03T13:00:00,71,True,8.48
193,2,4,2026-04-03T11:00:00,122,True,5.06
194,2,4,2026-04-03T22:00:00,115,True,9.27
195,2,4,2026-04-03T13:00:00,89,True,4.75
196,2,4,2026-04-03T12:00:00,69,False,3.56
197,2,5,2026-04-03T22:00:00,74,True,9.43
198,2,5,2026-04-03T14:00:00,91,True,8.37
199,2,6,2026-04-03T14:00:00,99,True,6.41
200,2,6,2026-04-03T19:00:00,40,False,8.73
201,2,6,2026-04-03T19:00:00,67,True,4.79
202,2,6,2026-04-03T20:00:00,108,True,3.16
203,3,1,2026-04-03T19:00:00,40,True,3.82
204,3,1,2026-04-03T18:00:00,118,True,4.52
205,3,1,2026-04-03T19:00:00,90,True,5.98
206,3,2,2026-04-03T17:00:00,79,True,4.82
207,3,3,2026-04-03T12:00:00,77,True,6.01
208,3,4,2026-04-03T22:00:00,105,True,3.23
209,3,4,2026-04-03T14:00:00,76,True,7.9
210,3,4,2026-04-03T18:00:00,35,True,6.33
211,3,4,2026-04-03T16:00:00,41,True,5.09
212,3,5,2026-04-03T20:00:00,91,True,4.01
213,3,5,2026-04-03T18:00:00,51,False,5.62
214,3,5,2026-04-03T21:00:00,97,True,9.27
215,3,5,2026-04-03T19:00:00,65,True,4.75
216,3,6,2026-04-03T18:00:00,87,True,9.4
217,4,1,2026-04-03T17:00:00,50,False,1.58
218,4,2,2026-04-03T18:00:00,125,True,3.57
219,4,3,2026-04-03T13:00:00,93,False,2.25
220,4,4,2026-04-03T18:00:00,130,False,3.65
221,4,4,2026-04-03T14:00:00,88,True,3.43
222,4,5,2026-04-03T10:00:00,71,False,3.57
223,4,6,2026-04-03T20:00:00,97,False,2.43
224,4,6,2026-04-03T17:00:00,79,True,3.36
225,5,1,2026-04-03T17:00:00,76,False,5.77
226,5,1,2026-04-03T13:00:00,108,True,5.24
227,5,2,2026-04-03T10:00:00,75,True,4.6
228,5,2,2026-04-03T22:00:00,83,True,4.43
229,5,3,2026-04-03T17:00:00,39,True,5.7
230,5,4,2026-04-03T11:00:00,91,True,5.47
231,5,5,2026-04-03T21:00:00,53,True,4.39
232,5,6,2026-04-03T11:00:00,95,True,2.74
233,6,1,2026-04-03T21:00:00,85,True,7.23
234,6,1,2026-04-03T20:00:00,103,True,4.1
235,6,1,2026-04-03T21:00:00,97,False,2.46
236,6,1,2026-04-03T11:00:00,65,True,7.64
237,6,2,2026-04-03T21:00:00,46,True,2.83
238,6,3,2026-04-03T17:00:00,56,True,7.54
239,6,4,2026-04-03T15:00:00,42,True,4.44
240,6,5,2026-04-03T13:00:00,102,True,6.24
241,6,6,2026-04-03T12:00:00,57,True,7.34
242,1,1,2026-04-04T20:00:00,65,True,10.38
243,1,1,2026-04-04T13:00:00,94,True,9.05
244,1,1,2026-04-04T20:00:00,36,False,9.11
245,1,1,2026-04-04T14:00:00,121,True,4.92
246,1,1,2026-04-04T15:00:00,110,True,14.44
247,1,1,2026-04-04T21:00:00,67,True,7.37
248,1,1,2026-04-04T16:00:00,96,True,8.22
249,1,1,2026-04-04T15:00:00,108,True,11.62
250,1,2,2026-04-04T20:00:00,85,True,10.19
251,1,3,2026-04-04T19:00:00,130,True,13.82
252,1,4,2026-04-04T22:00:00,64,True,7.9
253,1,4,2026-04-04T20:00:00,59,True,11.39
254,1,4,2026-04-04T21:00:00,119,True,5.59
255,1,4,2026-04-04T11:00:00,115,True,7.44
256,1,5,2026-04-04T10:00:00,109,True,5.53
257,1,5,2026-04-04T14:00:00,76,True,6.01
258,1,5,2026-04-04T12:00:00,104,False,8.05
259,1,5,2026-04-04T18:00:00,69,False,6.88
260,1,5,2026-04-04T17:00:00,72,True,7.76
261,1,5,2026-04-04T11:00:00,94,False,5.63
262,1,6,2026-04-04T20:00:00,127,True,8.39
263,1,6,2026-04-04T22:00:00,106,True,12.61
264,1,6,2026-04-04T10:00:00,68,True,9.0
265,2,1,2026-04-04T19:00:00,83,False,10.33
266,2,1,2026-04-04T11:00:00,121,True,3.2
267,2,1,2026-04-04T18:00:00,76,False,4.73
268,2,2,2026-04-04T20:00:00,94,False,5.36
269,2,3,2026-04-04T11:00:00,52,True,3.29
270,2,3,2026-04-04T17:00:00,49,True,9.92
271,2,3,2026-04-04T12:00:00,84,True,8.23
272,2,3,2026-04-04T21:00:00,124,False,6.27
273,2,4,2026-04-04T16:00:00,118,True,6.82
274,2,4,2026-04-04T16:00:00,70,True,5.89
275,2,5,2026-04-04T17:00:00,65,False,3.77
276,2,5,2026-04-04T20:00:00,82,True,10.63
277,2,5,2026-04-04T15:00:00,42,True,4.48
278,2,5,2026-04-04T11:00:00,93,True,4.65
279,2,6,2026-04-04T10:00:00,41,True,4.9
280,2,6,2026-04-04T12:00:00,107,True,9.47
281,2,6,2026-04-04T18:00:00,61,True,9.34
282,2,6,2026-04-04T13:00:00,77,True,9.15
283,2,6,2026-04-04T19:00:00,35,True,10.68
284,2,6,2026-04-04T12:00:00,104,True,4.36
285,3,1,2026-04-04T12:00:00,36,True,8.01
286,3,2,2026-04-04T15:00:00,37,True,2.98
287,3,2,2026-04-04T21:00:00,88,True,7.71
288,3,2,2026-04-04T17:00:00,92,True,6.13
289,3,2,2026-04-04T11:00:00,92,True,9.08
290,3,2,2026-04-04T10:00:00,128,True,8.54
291,3,3,2026-04-04T14:00:00,93,True,2.84
292,3,3,2026-04-04T17:00:00,86,True,3.36
293,3,3,2026-04-04T21:00:00,91,True,3.18
294,3,3,2026-04-04T19:00:00,53,True,4.5
295,3,3,2026-04-04T20:00:00,109,True,4.84
296,3,4,2026-04-04T18:00:00,72,True,6.76
297,3,4,2026-04-04T11:00:00,124,True,7.09
298,3,4,2026-04-04T22:00:00,105,True,4.09
299,3,4,2026-04-04T17:00:00,64,True,8.27
300,3,4,2026-04-04T16:00:00,88,True,4.76
301,3,5,2026-04-04T20:00:00,67,True,3.67
302,3,5,2026-04-04T17:00:00,43,True,3.21
303,3,5,2026-04-04T16:00:00,47,True,5.17
304,3,6,2026-04-04T18:00:00,42,True,6.46
305,3,6,2026-04-04T15:00:00,120,True,5.04
306,4,1,2026-04-04T21:00:00,41,False,2.88
307,4,2,2026-04-04T11:00:00,108,False,1.58
308,4,3,2026-04-04T13:00:00,48,True,2.75
309,4,4,2026-04-04T22:00:00,70,False,3.49
310,4,5,2026-04-04T22:00:00,114,False,3.0
311,4,5,2026-04-04T10:00:00,112,False,3.55
312,4,6,2026-04-04T10:00:00,58,True,3.36
313,5,1,2026-04-04T15:00:00,35,True,2.23
314,5,2,2026-04-04T11:00:00,53,True,5.73
315,5,2,2026-04-04T11:00:00,130,True,3.21
316,5,3,2026-04-04T15:00:00,55,True,4.67
317,5,3,2026-04-04T22:00:00,107,True,5.36
318,5,4,2026-04-04T12:00:00,114,True,1.97
319,5,5,2026-04-04T20:00:00,89,True,3.49
320,5,5,2026-04-04T14:00:00,62,True,2.11
321,5,6,2026-04-04T11:00:00,71,True,4.13
322,5,6,2026-04-04T18:00:00,120,True,2.56
323,6,1,2026-04-04T10:00:00,35,True,7.78
324,6,1,2026-04-04T22:00:00,52,True,3.94
325,6,1,2026-04-04T11:00:00,35,True,4.77
326,6,1,2026-04-04T12:00:00,83,True,3.6
327,6,2,2026-04-04T20:00:00,80,True,7.29
328,6,2,2026-04-04T10:00:00,90,True,7.64
329,6,2,2026-04-04T15:00:00,108,True,4.62
330,6,2,2026-04-04T20:00:00,88,True,4.62
331,6,3,2026-04-04T12:00:00,114,True,6.28
332,6,3,2026-04-04T15:00:00,46,True,2.87
333,6,4,2026-04-04T19:00:00,86,True,4.57
334,6,4,2026-04-04T14:00:00,130,True,4.2
335,6,4,2026-04-04T12:00:00,44,True,2.92
336,6,5,2026-04-04T13:00:00,79,True,7.86
337,6,5,2026-04-04T20:00:00,53,True,3.11
338,6,5,2026-04-04T13:00:00,57,True,6.7
339,6,5,2026-04-04T20:00:00,44,True,6.77
340,6,6,2026-04-04T17:00:00,107,True,4.88
341,6,6,2026-04-04T19:00:00,117,True,5.9
342,6,6,2026-04-04T20:00:00,75,True,2.65
343,1,1,2026-04-05T20:00:00,73,True,10.47
344,1,1,2026-04-05T15:00:00,99,True,9.08
345,1,1,2026-04-05T10:00:00,42,True,7.2
346,1,1,2026-04-05T20:00:00,46,True,9.56
347,1,1,2026-04-05T17:00:00,109,True,12.62
348,1,1,2026-04-05T10:00:00,92,False,10.26
349,1,2,2026-04-05T15:00:00,112,True,5.74
350,1,2,2026-04-05T10:00:00,92,True,13.77
351,1,2,2026-04-05T15:00:00,126,True,11.05
352,1,3,2026-04-05T13:00:00,125,True,8.84
353,1,4,2026-04-05T19:00:00,55,True,13.97
354,1,4,2026-04-05T16:00:00,87,True,11.41
355,1,4,2026-04-05T10:00:00,115,True,4.83
356,1,4,2026-04-05T11:00:00,106,True,7.17
357,1,4,2026-04-05T21:00:00,119,False,10.59
358,1,4,2026-04-05T12:00:00,77,True,11.24
359,1,4,2026-04-05T15:00:00,74,False,11.62
360,1,4,2026-04-05T16:00:00,51,True,14.19
361,1,5,2026-04-05T18:00:00,83,True,7.65
362,1,5,2026-04-05T12:00:00,120,True,14.28
363,1,5,2026-04-05T20:00:00,102,True,11.32
364,1,5,2026-04-05T18:00:00,81,True,7.44
365,1,6,2026-04-05T15:00:00,97,True,14.85
366,1,6,2026-04-05T12:00:00,44,True,12.58
367,1,6,2026-04-05T18:00:00,104,False,13.6
368,2,1,2026-04-05T20:00:00,78,False,7.82
369,2,2,2026-04-05T16:00:00,54,True,9.48
370,2,2,2026-04-05T22:00:00,114,True,4.29
371,2,2,2026-04-05T17:00:00,40,True,8.28
372,2,2,2026-04-05T13:00:00,91,True,8.87
373,2,2,2026-04-05T22:00:00,92,True,4.87
374,2,2,2026-04-05T22:00:00,95,False,4.51
375,2,3,2026-04-05T17:00:00,94,True,9.07
376,2,3,2026-04-05T18:00:00,102,True,4.26
377,2,3,2026-04-05T13:00:00,112,True,4.95
378,2,3,2026-04-05T20:00:00,96,False,7.33
379,2,3,2026-04-05T11:00:00,126,False,9.64
380,2,3,2026-04-05T14:00:00,45,True,5.13
381,2,4,2026-04-05T12:00:00,90,True,10.1
382,2,4,2026-04-05T17:00:00,79,False,6.24
383,2,4,2026-04-05T16:00:00,99,True,6.01
384,2,4,2026-04-05T11:00:00,82,True,5.49
385,2,4,2026-04-05T11:00:00,126,True,9.17
386,2,4,2026-04-05T12:00:00,39,True,9.47
387,2,5,2026-04-05T22:00:00,125,True,7.8
388,2,5,2026-04-05T11:00:00,37,True,9.51
389,2,6,2026-04-05T21:00:00,112,True,3.87
390,2,6,2026-04-05T14:00:00,65,True,3.37
391,2,6,2026-04-05T16:00:00,116,True,6.57
392,2,6,2026-04-05T11:00:00,98,True,3.13
393,2,6,2026-04-05T18:00:00,108,True,4.12
394,2,6,2026-04-05T16:00:00,35,True,4.88
395,3,1,2026-04-05T12:00:00,120,True,6.2
396,3,1,2026-04-05T15:00:00,43,False,6.34
397,3,1,2026-04-05T22:00:00,99,True,5.29
398,3,1,2026-04-05T17:00:00,40,True,9.32
399,3,2,2026-04-05T21:00:00,37,True,3.09
400,3,2,2026-04-05T13:00:00,128,True,3.33
401,3,2,2026-04-05T19:00:00,129,True,3.54
402,3,3,2026-04-05T18:00:00,78,True,3.82
403,3,3,2026-04-05T22:00:00,122,True,7.37
404,3,3,2026-04-05T20:00:00,58,True,3.06
405,3,4,2026-04-05T10:00:00,72,True,8.02
406,3,4,2026-04-05T10:00:00,75,False,6.14
407,3,4,2026-04-05T18:00:00,95,True,7.77
408,3,4,2026-04-05T13:00:00,71,True,7.95
409,3,5,2026-04-05T14:00:00,50,True,5.61
410,3,5,2026-04-05T16:00:00,130,True,9.15
411,3,5,2026-04-05T15:00:00,58,True,6.02
412,3,6,2026-04-05T14:00:00,45,True,3.16
413,3,6,2026-04-05T19:00:00,58,True,4.82
414,3,6,2026-04-05T11:00:00,76,True,4.72
415,3,6,2026-04-05T19:00:00,126,True,7.33
416,3,6,2026-04-05T15:00:00,92,True,8.56
417,4,1,2026-04-05T19:00:00,90,True,3.99
418,4,2,2026-04-05T11:00:00,120,False,2.19
419,4,3,2026-04-05T10:00:00,53,False,3.11
420,4,4,2026-04-05T10:00:00,51,True,3.4
421,4,5,2026-04-05T15:00:00,84,False,1.22
422,4,6,2026-04-05T20:00:00,92,False,2.21
423,5,1,2026-04-05T19:00:00,52,True,3.31
424,5,2,2026-04-05T13:00:00,49,True,2.41
425,5,3,2026-04-05T16:00:00,106,True,4.9
426,5,3,2026-04-05T21:00:00,92,True,4.21
427,5,3,2026-04-05T21:00:00,97,True,2.2
428,5,4,2026-04-05T17:00:00,57,False,3.51
429,5,5,2026-04-05T22:00:00,122,False,5.79
430,5,6,2026-04-05T21:00:00,43,True,2.85
431,6,1,2026-04-05T12:00:00,126,True,6.35
432,6,1,2026-04-05T12:00:00,81,True,2.96
433,6,2,2026-04-05T22:00:00,52,True,5.14
434,6,3,2026-04-05T18:00:00,108,True,6.95
435,6,3,2026-04-05T18:00:00,51,True,2.75
436,6,4,2026-04-05T16:00:00,126,True,5.33
437,6,4,2026-04-05T22:00:00,87,False,2.68
438,6,5,2026-04-05T20:00:00,44,True,6.23
439,6,5,2026-04-05T15:00:00,51,False,6.81
440,6,6,2026-04-05T12:00:00,51,True,7.58
441,6,6,2026-04-05T10:00:00,50,True,4.03
442,6,6,2026-04-05T12:00:00,76,False,3.57
443,6,6,2026-04-05T18:00:00,71,False,3.72
444,1,1,2026-04-06T14:00:00,51,True,10.71
445,1,1,2026-04-06T11:00:00,99,True,10.47
446,1,1,2026-04-06T19:00:00,54,True,10.82
447,1,1,2026-04-06T19:00:00,78,False,10.17
448,1,1,2026-04-06T10:00:00,45,True,11.0
449,1,1,2026-04-06T19:00:00,68,True,12.35
450,1,1,2026-04-06T16:00:00,114,True,9.47
451,1,1,2026-04-06T20:00:00,104,True,14.39
452,1,2,2026-04-06T13:00:00,122,True,8.99
453,1,2,2026-04-06T21:00:00,42,True,8.58
454,1,2,2026-04-06T17:00:00,61,True,5.67
455,1,2,2026-04-06T21:00:00,75,True,13.36
456,1,2,2026-04-06T16:00:00,51,True,9.65
457,1,2,2026-04-06T11:00:00,75,True,5.44
458,1,3,2026-04-06T13:00:00,53,True,7.24
459,1,3,2026-04-06T16:00:00,113,True,14.45
460,1,3,2026-04-06T12:00:00,76,False,11.86
461,1,3,2026-04-06T13:00:00,55,True,9.65
462,1,3,2026-04-06T17:00:00,74,True,5.09
463,1,3,2026-04-06T16:00:00,99,True,6.71
464,1,4,2026-04-06T15:00:00,41,True,9.43
465,1,4,2026-04-06T20:00:00,121,True,9.88
466,1,4,2026-04-06T11:00:00,90,True,6.96
467,1,4,2026-04-06T15:00:00,86,True,8.42
468,1,4,2026-04-06T19:00:00,106,True,10.06
469,1,4,2026-04-06T11:00:00,84,True,12.32
470,1,4,2026-04-06T14:00:00,114,True,5.4
471,1,4,2026-04-06T11:00:00,85,True,14.71
472,1,5,2026-04-06T15:00:00,53,True,9.59
473,1,5,2026-04-06T18:00:00,40,True,5.59
474,1,5,2026-04-06T15:00:00,95,True,5.72
475,1,5,2026-04-06T18:00:00,52,True,10.7
476,1,5,2026-04-06T12:00:00,85,False,12.05
477,1,5,2026-04-06T14:00:00,110,True,13.01
478,1,5,2026-04-06T18:00:00,97,True,7.34
479,1,5,2026-04-06T10:00:00,82,True,5.3
480,1,6,2026-04-06T19:00:00,74,True,11.9
481,1,6,2026-04-06T21:00:00,115,True,9.21
482,1,6,2026-04-06T20:00:00,109,True,11.86
483,1,6,2026-04-06T19:00:00,96,True,10.87
484,1,6,2026-04-06T19:00:00,83,True,11.43
485,1,6,2026-04-06T10:00:00,108,False,5.3
486,2,1,2026-04-06T17:00:00,75,True,6.22
487,2,2,2026-04-06T16:00:00,99,True,10.18
488,2,2,2026-04-06T21:00:00,128,True,4.08
489,2,3,2026-04-06T18:00:00,76,False,6.73
490,2,3,2026-04-06T16:00:00,75,False,6.59
491,2,4,2026-04-06T15:00:00,104,True,9.02
492,2,4,2026-04-06T21:00:00,122,True,8.41
493,2,4,2026-04-06T19:00:00,96,True,4.92
494,2,4,2026-04-06T18:00:00,73,True,10.59
495,2,4,2026-04-06T14:00:00,71,True,8.38
496,2,4,2026-04-06T17:00:00,75,True,7.37
497,2,5,2026-04-06T14:00:00,50,True,7.24
498,2,5,2026-04-06T16:00:00,79,False,9.28
499,2,5,2026-04-06T14:00:00,40,True,8.57
500,2,6,2026-04-06T17:00:00,118,True,6.74
501,2,6,2026-04-06T13:00:00,103,True,7.38
502,2,6,2026-04-06T14:00:00,52,True,8.78
503,3,1,2026-04-06T13:00:00,41,True,6.25
504,3,1,2026-04-06T20:00:00,64,True,5.45
505,3,2,2026-04-06T11:00:00,122,True,2.66
506,3,2,2026-04-06T18:00:00,55,True,9.01
507,3,2,2026-04-06T17:00:00,96,True,7.78
508,3,2,2026-04-06T14:00:00,76,True,3.03
509,3,3,2026-04-06T20:00:00,108,True,7.67
510,3,4,2026-04-06T12:00:00,88,False,3.82
511,3,5,2026-04-06T16:00:00,98,True,7.74
512,3,6,2026-04-06T10:00:00,36,True,6.74
513,3,6,2026-04-06T15:00:00,71,True,7.0
514,3,6,2026-04-06T18:00:00,98,False,3.54
515,4,1,2026-04-06T17:00:00,69,True,1.45
516,4,1,2026-04-06T12:00:00,128,True,1.88
